Barcode,Coltan Dissection
cellid_000085498-1,included
cellid_000085499-1,included
cellid_000085500-1,included
cellid_000085501-1,included
cellid_000085502-1,included
cellid_000085503-1,included
cellid_000085504-1,included
cellid_000085505-1,included
cellid_000085506-1,included
cellid_000085507-1,included
cellid_000085508-1,included
cellid_000085509-1,included
cellid_000085510-1,included
cellid_000085511-1,included
cellid_000085512-1,included
cellid_000085513-1,included
cellid_000085514-1,included
cellid_000085515-1,included
cellid_000085516-1,included
cellid_000085517-1,included
cellid_000085518-1,included
cellid_000085519-1,included
cellid_000085520-1,included
cellid_000085521-1,included
cellid_000085522-1,included
cellid_000085523-1,included
cellid_000085524-1,included
cellid_000085525-1,included
cellid_000085526-1,included
cellid_000085527-1,included
cellid_000085528-1,included
cellid_000085529-1,included
cellid_000085530-1,included
cellid_000085531-1,included
cellid_000085532-1,included
cellid_000085533-1,included
cellid_000085534-1,included
cellid_000085535-1,included
cellid_000085536-1,included
cellid_000085537-1,included
cellid_000085538-1,included
cellid_000085539-1,included
cellid_000085540-1,included
cellid_000085541-1,included
cellid_000085542-1,included
cellid_000085543-1,included
cellid_000085544-1,included
cellid_000085545-1,included
cellid_000085546-1,included
cellid_000085547-1,included
cellid_000085548-1,included
cellid_000085549-1,included
cellid_000085550-1,included
cellid_000085551-1,included
cellid_000085552-1,included
cellid_000085553-1,included
cellid_000085554-1,included
cellid_000085555-1,included
cellid_000085556-1,included
cellid_000085557-1,included
cellid_000085558-1,included
cellid_000085559-1,included
cellid_000085561-1,included
cellid_000085562-1,included
cellid_000085563-1,included
cellid_000085564-1,included
cellid_000085565-1,included
cellid_000085566-1,included
cellid_000085567-1,included
cellid_000085568-1,included
cellid_000085569-1,included
cellid_000085570-1,included
cellid_000085571-1,included
cellid_000085572-1,included
cellid_000085573-1,included
cellid_000085574-1,included
cellid_000085575-1,included
cellid_000085576-1,included
cellid_000085577-1,included
cellid_000085578-1,included
cellid_000085579-1,included
cellid_000085580-1,included
cellid_000085581-1,included
cellid_000085582-1,included
cellid_000085583-1,included
cellid_000085584-1,included
cellid_000085585-1,included
cellid_000085586-1,included
cellid_000085587-1,included
cellid_000085588-1,included
cellid_000085589-1,included
cellid_000085590-1,included
cellid_000085591-1,included
cellid_000085592-1,included
cellid_000085593-1,included
cellid_000085594-1,included
cellid_000085595-1,included
cellid_000085596-1,included
cellid_000085598-1,included
cellid_000085599-1,included
cellid_000085600-1,included
cellid_000085601-1,included
cellid_000085602-1,included
cellid_000085603-1,included
cellid_000085604-1,included
cellid_000085605-1,included
cellid_000085606-1,included
cellid_000085607-1,included
cellid_000085608-1,included
cellid_000085609-1,included
cellid_000085610-1,included
cellid_000085611-1,included
cellid_000085612-1,included
cellid_000085614-1,included
cellid_000085615-1,included
cellid_000085616-1,included
cellid_000085617-1,included
cellid_000085618-1,included
cellid_000085619-1,included
cellid_000085620-1,included
cellid_000085621-1,included
cellid_000085622-1,included
cellid_000085623-1,included
cellid_000085624-1,included
cellid_000085625-1,included
cellid_000085626-1,included
cellid_000085627-1,included
cellid_000085628-1,included
cellid_000085629-1,included
cellid_000085630-1,included
cellid_000085631-1,included
cellid_000085632-1,included
cellid_000085633-1,included
cellid_000085634-1,included
cellid_000085635-1,included
cellid_000085636-1,included
cellid_000085637-1,included
cellid_000085638-1,included
cellid_000085639-1,included
cellid_000085640-1,included
cellid_000085641-1,included
cellid_000085642-1,included
cellid_000085643-1,included
cellid_000085644-1,included
cellid_000085645-1,included
cellid_000085646-1,included
cellid_000085647-1,included
cellid_000085648-1,included
cellid_000085649-1,included
cellid_000085650-1,included
cellid_000085651-1,included
cellid_000085652-1,included
cellid_000085653-1,included
cellid_000085654-1,included
cellid_000085655-1,included
cellid_000085656-1,included
cellid_000085657-1,included
cellid_000085658-1,included
cellid_000085659-1,included
cellid_000085660-1,included
cellid_000085661-1,included
cellid_000085662-1,included
cellid_000085663-1,included
cellid_000085664-1,included
cellid_000085665-1,included
cellid_000085666-1,included
cellid_000085667-1,included
cellid_000085668-1,included
cellid_000085669-1,included
cellid_000085670-1,included
cellid_000085671-1,included
cellid_000085672-1,included
cellid_000085673-1,included
cellid_000085674-1,included
cellid_000085675-1,included
cellid_000085676-1,included
cellid_000085677-1,included
cellid_000085678-1,included
cellid_000085679-1,included
cellid_000085680-1,included
cellid_000085681-1,included
cellid_000085682-1,included
cellid_000085683-1,included
cellid_000085684-1,included
cellid_000085685-1,included
cellid_000085686-1,included
cellid_000085687-1,included
cellid_000085688-1,included
cellid_000085689-1,included
cellid_000085690-1,included
cellid_000085691-1,included
cellid_000085692-1,included
cellid_000085693-1,included
cellid_000085694-1,included
cellid_000085695-1,included
cellid_000085696-1,included
cellid_000085697-1,included
cellid_000085698-1,included
cellid_000085699-1,included
cellid_000085700-1,included
cellid_000085701-1,included
cellid_000085702-1,included
cellid_000085703-1,included
cellid_000085704-1,included
cellid_000085705-1,included
cellid_000085706-1,included
cellid_000085707-1,included
cellid_000085708-1,included
cellid_000085709-1,included
cellid_000085710-1,included
cellid_000085711-1,included
cellid_000085712-1,included
cellid_000085713-1,included
cellid_000085714-1,included
cellid_000085715-1,included
cellid_000085716-1,included
cellid_000085717-1,included
cellid_000085718-1,included
cellid_000085719-1,included
cellid_000085720-1,included
cellid_000085721-1,included
cellid_000085722-1,included
cellid_000085723-1,included
cellid_000085724-1,included
cellid_000085725-1,included
cellid_000085726-1,included
cellid_000085727-1,included
cellid_000085728-1,included
cellid_000085729-1,included
cellid_000085730-1,included
cellid_000085731-1,included
cellid_000085732-1,included
cellid_000085733-1,included
cellid_000085734-1,included
cellid_000085735-1,included
cellid_000085736-1,included
cellid_000085737-1,included
cellid_000085738-1,included
cellid_000085739-1,included
cellid_000085740-1,included
cellid_000085741-1,included
cellid_000085742-1,included
cellid_000085743-1,included
cellid_000085744-1,included
cellid_000085745-1,included
cellid_000085746-1,included
cellid_000085747-1,included
cellid_000085748-1,included
cellid_000085749-1,included
cellid_000085750-1,included
cellid_000085751-1,included
cellid_000085752-1,included
cellid_000085753-1,included
cellid_000085754-1,included
cellid_000085755-1,included
cellid_000085756-1,included
cellid_000085757-1,included
cellid_000085758-1,included
cellid_000085759-1,included
cellid_000085760-1,included
cellid_000085761-1,included
cellid_000085762-1,included
cellid_000085763-1,included
cellid_000085764-1,included
cellid_000085765-1,included
cellid_000085766-1,included
cellid_000085767-1,included
cellid_000085768-1,included
cellid_000085769-1,included
cellid_000085770-1,included
cellid_000085771-1,included
cellid_000085772-1,included
cellid_000085773-1,included
cellid_000085774-1,included
cellid_000085775-1,included
cellid_000085776-1,included
cellid_000085777-1,included
cellid_000085778-1,included
cellid_000085779-1,included
cellid_000085780-1,included
cellid_000085781-1,included
cellid_000085782-1,included
cellid_000085783-1,included
cellid_000085784-1,included
cellid_000085785-1,included
cellid_000085786-1,included
cellid_000085787-1,included
cellid_000085788-1,included
cellid_000085789-1,included
cellid_000085790-1,included
cellid_000085791-1,included
cellid_000085792-1,included
cellid_000085793-1,included
cellid_000085794-1,included
cellid_000085795-1,included
cellid_000085796-1,included
cellid_000085797-1,included
cellid_000085798-1,included
cellid_000085799-1,included
cellid_000085800-1,included
cellid_000085801-1,included
cellid_000085802-1,included
cellid_000085803-1,included
cellid_000085804-1,included
cellid_000085805-1,included
cellid_000085806-1,included
cellid_000085807-1,included
cellid_000085808-1,included
cellid_000085809-1,included
cellid_000085810-1,included
cellid_000085811-1,included
cellid_000085812-1,included
cellid_000085813-1,included
cellid_000085814-1,included
cellid_000085815-1,included
cellid_000085816-1,included
cellid_000085817-1,included
cellid_000085818-1,included
cellid_000085819-1,included
cellid_000085820-1,included
cellid_000085821-1,included
cellid_000085822-1,included
cellid_000085823-1,included
cellid_000085824-1,included
cellid_000085825-1,included
cellid_000085826-1,included
cellid_000085827-1,included
cellid_000085828-1,included
cellid_000085829-1,included
cellid_000085830-1,included
cellid_000085831-1,included
cellid_000085832-1,included
cellid_000085833-1,included
cellid_000085834-1,included
cellid_000085835-1,included
cellid_000085836-1,included
cellid_000085837-1,included
cellid_000085838-1,included
cellid_000085839-1,included
cellid_000085840-1,included
cellid_000085841-1,included
cellid_000085842-1,included
cellid_000085843-1,included
cellid_000085844-1,included
cellid_000085845-1,included
cellid_000085846-1,included
cellid_000085847-1,included
cellid_000085848-1,included
cellid_000085849-1,included
cellid_000085850-1,included
cellid_000085851-1,included
cellid_000085852-1,included
cellid_000085853-1,included
cellid_000085854-1,included
cellid_000085855-1,included
cellid_000085856-1,included
cellid_000085858-1,included
cellid_000085859-1,included
cellid_000085860-1,included
cellid_000085861-1,included
cellid_000085862-1,included
cellid_000085863-1,included
cellid_000085864-1,included
cellid_000085865-1,included
cellid_000085866-1,included
cellid_000085867-1,included
cellid_000085868-1,included
cellid_000085869-1,included
cellid_000085870-1,included
cellid_000085871-1,included
cellid_000085872-1,included
cellid_000085873-1,included
cellid_000085874-1,included
cellid_000085875-1,included
cellid_000085876-1,included
cellid_000085877-1,included
cellid_000085878-1,included
cellid_000085879-1,included
cellid_000085880-1,included
cellid_000085881-1,included
cellid_000085882-1,included
cellid_000085883-1,included
cellid_000085884-1,included
cellid_000085885-1,included
cellid_000085886-1,included
cellid_000085887-1,included
cellid_000085888-1,included
cellid_000085889-1,included
cellid_000085890-1,included
cellid_000085891-1,included
cellid_000085892-1,included
cellid_000085893-1,included
cellid_000085894-1,included
cellid_000085895-1,included
cellid_000085896-1,included
cellid_000085897-1,included
cellid_000085898-1,included
cellid_000085899-1,included
cellid_000085900-1,included
cellid_000085901-1,included
cellid_000085902-1,included
cellid_000085903-1,included
cellid_000085904-1,included
cellid_000085905-1,included
cellid_000085906-1,included
cellid_000085907-1,included
cellid_000085908-1,included
cellid_000085909-1,included
cellid_000085910-1,included
cellid_000085912-1,included
cellid_000085913-1,included
cellid_000085914-1,included
cellid_000085915-1,included
cellid_000085916-1,included
cellid_000085917-1,included
cellid_000085918-1,included
cellid_000085919-1,included
cellid_000085920-1,included
cellid_000085921-1,included
cellid_000085922-1,included
cellid_000085923-1,included
cellid_000085924-1,included
cellid_000085925-1,included
cellid_000085926-1,included
cellid_000085927-1,included
cellid_000085928-1,included
cellid_000085929-1,included
cellid_000085930-1,included
cellid_000085931-1,included
cellid_000085932-1,included
cellid_000085933-1,included
cellid_000085934-1,included
cellid_000085935-1,included
cellid_000085936-1,included
cellid_000085937-1,included
cellid_000085938-1,included
cellid_000085939-1,included
cellid_000085940-1,included
cellid_000085941-1,included
cellid_000085942-1,included
cellid_000085943-1,included
cellid_000085944-1,included
cellid_000085945-1,included
cellid_000085946-1,included
cellid_000085947-1,included
cellid_000085948-1,included
cellid_000085949-1,included
cellid_000085950-1,included
cellid_000085951-1,included
cellid_000085952-1,included
cellid_000085953-1,included
cellid_000085954-1,included
cellid_000085955-1,included
cellid_000085956-1,included
cellid_000085957-1,included
cellid_000085958-1,included
cellid_000085959-1,included
cellid_000085960-1,included
cellid_000085961-1,included
cellid_000085962-1,included
cellid_000085963-1,included
cellid_000085964-1,included
cellid_000085965-1,included
cellid_000085966-1,included
cellid_000085967-1,included
cellid_000085968-1,included
cellid_000085969-1,included
cellid_000085970-1,included
cellid_000085971-1,included
cellid_000085972-1,included
cellid_000085973-1,included
cellid_000085974-1,included
cellid_000085975-1,included
cellid_000085976-1,included
cellid_000085977-1,included
cellid_000085978-1,included
cellid_000085979-1,included
cellid_000085980-1,included
cellid_000085981-1,included
cellid_000085982-1,included
cellid_000085984-1,included
cellid_000085985-1,included
cellid_000085986-1,included
cellid_000085987-1,included
cellid_000085988-1,included
cellid_000085989-1,included
cellid_000085990-1,included
cellid_000085991-1,included
cellid_000085992-1,included
cellid_000085993-1,included
cellid_000085994-1,included
cellid_000085995-1,included
cellid_000085996-1,included
cellid_000085997-1,included
cellid_000085998-1,included
cellid_000085999-1,included
cellid_000086000-1,included
cellid_000086001-1,included
cellid_000086002-1,included
cellid_000086003-1,included
cellid_000086004-1,included
cellid_000086005-1,included
cellid_000086006-1,included
cellid_000086007-1,included
cellid_000086008-1,included
cellid_000086009-1,included
cellid_000086010-1,included
cellid_000086011-1,included
cellid_000086012-1,included
cellid_000086013-1,included
cellid_000086014-1,included
cellid_000086015-1,included
cellid_000086016-1,included
cellid_000086017-1,included
cellid_000086018-1,included
cellid_000086019-1,included
cellid_000086020-1,included
cellid_000086021-1,included
cellid_000086022-1,included
cellid_000086023-1,included
cellid_000086024-1,included
cellid_000086025-1,included
cellid_000086026-1,included
cellid_000086027-1,included
cellid_000086028-1,included
cellid_000086029-1,included
cellid_000086030-1,included
cellid_000086031-1,included
cellid_000086032-1,included
cellid_000086033-1,included
cellid_000086034-1,included
cellid_000086035-1,included
cellid_000086036-1,included
cellid_000086037-1,included
cellid_000086038-1,included
cellid_000086039-1,included
cellid_000086040-1,included
cellid_000086041-1,included
cellid_000086042-1,included
cellid_000086043-1,included
cellid_000086044-1,included
cellid_000086045-1,included
cellid_000086046-1,included
cellid_000086047-1,included
cellid_000086048-1,included
cellid_000086049-1,included
cellid_000086050-1,included
cellid_000086051-1,included
cellid_000086052-1,included
cellid_000086053-1,included
cellid_000086054-1,included
cellid_000086055-1,included
cellid_000086056-1,included
cellid_000086057-1,included
cellid_000086058-1,included
cellid_000086059-1,included
cellid_000086060-1,included
cellid_000086061-1,included
cellid_000086062-1,included
cellid_000086063-1,included
cellid_000086064-1,included
cellid_000086065-1,included
cellid_000086066-1,included
cellid_000086067-1,included
cellid_000086068-1,included
cellid_000086069-1,included
cellid_000086070-1,included
cellid_000086071-1,included
cellid_000086072-1,included
cellid_000086073-1,included
cellid_000086074-1,included
cellid_000086075-1,included
cellid_000086076-1,included
cellid_000086077-1,included
cellid_000086078-1,included
cellid_000086079-1,included
cellid_000086080-1,included
cellid_000086081-1,included
cellid_000086082-1,included
cellid_000086083-1,included
cellid_000086084-1,included
cellid_000086085-1,included
cellid_000086086-1,included
cellid_000086087-1,included
cellid_000086088-1,included
cellid_000086089-1,included
cellid_000086090-1,included
cellid_000086091-1,included
cellid_000086092-1,included
cellid_000086093-1,included
cellid_000086094-1,included
cellid_000086095-1,included
cellid_000086096-1,included
cellid_000086097-1,included
cellid_000086098-1,included
cellid_000086099-1,included
cellid_000086100-1,included
cellid_000086101-1,included
cellid_000086102-1,included
cellid_000086103-1,included
cellid_000086104-1,included
cellid_000086105-1,included
cellid_000086106-1,included
cellid_000086107-1,included
cellid_000086108-1,included
cellid_000086109-1,included
cellid_000086110-1,included
cellid_000086111-1,included
cellid_000086112-1,included
cellid_000086113-1,included
cellid_000086114-1,included
cellid_000086115-1,included
cellid_000086116-1,included
cellid_000086117-1,included
cellid_000086118-1,included
cellid_000086119-1,included
cellid_000086120-1,included
cellid_000086121-1,included
cellid_000086122-1,included
cellid_000086123-1,included
cellid_000086125-1,included
cellid_000086126-1,included
cellid_000086128-1,included
cellid_000086129-1,included
cellid_000086130-1,included
cellid_000086131-1,included
cellid_000086132-1,included
cellid_000086133-1,included
cellid_000086134-1,included
cellid_000086135-1,included
cellid_000086136-1,included
cellid_000086137-1,included
cellid_000086138-1,included
cellid_000086139-1,included
cellid_000086140-1,included
cellid_000086141-1,included
cellid_000086142-1,included
cellid_000086143-1,included
cellid_000086144-1,included
cellid_000086145-1,included
cellid_000086146-1,included
cellid_000086147-1,included
cellid_000086148-1,included
cellid_000086149-1,included
cellid_000086150-1,included
cellid_000086151-1,included
cellid_000086152-1,included
cellid_000086153-1,included
cellid_000086154-1,included
cellid_000086155-1,included
cellid_000086156-1,included
cellid_000086157-1,included
cellid_000086158-1,included
cellid_000086159-1,included
cellid_000086160-1,included
cellid_000086161-1,included
cellid_000086162-1,included
cellid_000086163-1,included
cellid_000086164-1,included
cellid_000086165-1,included
cellid_000086166-1,included
cellid_000086167-1,included
cellid_000086168-1,included
cellid_000086169-1,included
cellid_000086170-1,included
cellid_000086171-1,included
cellid_000086172-1,included
cellid_000086173-1,included
cellid_000086174-1,included
cellid_000086175-1,included
cellid_000086176-1,included
cellid_000086177-1,included
cellid_000086178-1,included
cellid_000086179-1,included
cellid_000086180-1,included
cellid_000086181-1,included
cellid_000086182-1,included
cellid_000086183-1,included
cellid_000086184-1,included
cellid_000086185-1,included
cellid_000086186-1,included
cellid_000086187-1,included
cellid_000086188-1,included
cellid_000086189-1,included
cellid_000086190-1,included
cellid_000086191-1,included
cellid_000086192-1,included
cellid_000086193-1,included
cellid_000086194-1,included
cellid_000086195-1,included
cellid_000086196-1,included
cellid_000086197-1,included
cellid_000086198-1,included
cellid_000086199-1,included
cellid_000086200-1,included
cellid_000086201-1,included
cellid_000086202-1,included
cellid_000086203-1,included
cellid_000086204-1,included
cellid_000086205-1,included
cellid_000086206-1,included
cellid_000086207-1,included
cellid_000086208-1,included
cellid_000086209-1,included
cellid_000086210-1,included
cellid_000086211-1,included
cellid_000086212-1,included
cellid_000086213-1,included
cellid_000086214-1,included
cellid_000086215-1,included
cellid_000086216-1,included
cellid_000086217-1,included
cellid_000086218-1,included
cellid_000086219-1,included
cellid_000086220-1,included
cellid_000086221-1,included
cellid_000086222-1,included
cellid_000086223-1,included
cellid_000086224-1,included
cellid_000086225-1,included
cellid_000086226-1,included
cellid_000086227-1,included
cellid_000086228-1,included
cellid_000086229-1,included
cellid_000086230-1,included
cellid_000086231-1,included
cellid_000086232-1,included
cellid_000086233-1,included
cellid_000086234-1,included
cellid_000086235-1,included
cellid_000086236-1,included
cellid_000086237-1,included
cellid_000086239-1,included
cellid_000086240-1,included
cellid_000086241-1,included
cellid_000086242-1,included
cellid_000086243-1,included
cellid_000086244-1,included
cellid_000086245-1,included
cellid_000086246-1,included
cellid_000086247-1,included
cellid_000086248-1,included
cellid_000086249-1,included
cellid_000086250-1,included
cellid_000086251-1,included
cellid_000086252-1,included
cellid_000086253-1,included
cellid_000086254-1,included
cellid_000086255-1,included
cellid_000086256-1,included
cellid_000086257-1,included
cellid_000086258-1,included
cellid_000086259-1,included
cellid_000086260-1,included
cellid_000086261-1,included
cellid_000086262-1,included
cellid_000086263-1,included
cellid_000086264-1,included
cellid_000086265-1,included
cellid_000086266-1,included
cellid_000086267-1,included
cellid_000086268-1,included
cellid_000086269-1,included
cellid_000086270-1,included
cellid_000086271-1,included
cellid_000086272-1,included
cellid_000086273-1,included
cellid_000086274-1,included
cellid_000086275-1,included
cellid_000086276-1,included
cellid_000086277-1,included
cellid_000086278-1,included
cellid_000086279-1,included
cellid_000086280-1,included
cellid_000086281-1,included
cellid_000086282-1,included
cellid_000086283-1,included
cellid_000086284-1,included
cellid_000086285-1,included
cellid_000086286-1,included
cellid_000086287-1,included
cellid_000086288-1,included
cellid_000086289-1,included
cellid_000086290-1,included
cellid_000086291-1,included
cellid_000086292-1,included
cellid_000086293-1,included
cellid_000086294-1,included
cellid_000086295-1,included
cellid_000086296-1,included
cellid_000086297-1,included
cellid_000086298-1,included
cellid_000086299-1,included
cellid_000086300-1,included
cellid_000086301-1,included
cellid_000086302-1,included
cellid_000086303-1,included
cellid_000086304-1,included
cellid_000086305-1,included
cellid_000086306-1,included
cellid_000086307-1,included
cellid_000086308-1,included
cellid_000086309-1,included
cellid_000086310-1,included
cellid_000086311-1,included
cellid_000086312-1,included
cellid_000086313-1,included
cellid_000086314-1,included
cellid_000086315-1,included
cellid_000086316-1,included
cellid_000086317-1,included
cellid_000086318-1,included
cellid_000086319-1,included
cellid_000086320-1,included
cellid_000086321-1,included
cellid_000086322-1,included
cellid_000086323-1,included
cellid_000086324-1,included
cellid_000086325-1,included
cellid_000086326-1,included
cellid_000086327-1,included
cellid_000086328-1,included
cellid_000086329-1,included
cellid_000086330-1,included
cellid_000086331-1,included
cellid_000086332-1,included
cellid_000086333-1,included
cellid_000086334-1,included
cellid_000086335-1,included
cellid_000086336-1,included
cellid_000086337-1,included
cellid_000086338-1,included
cellid_000086339-1,included
cellid_000086340-1,included
cellid_000086341-1,included
cellid_000086342-1,included
cellid_000086343-1,included
cellid_000086344-1,included
cellid_000086345-1,included
cellid_000086346-1,included
cellid_000086347-1,included
cellid_000086348-1,included
cellid_000086349-1,included
cellid_000086350-1,included
cellid_000086351-1,included
cellid_000086352-1,included
cellid_000086353-1,included
cellid_000086354-1,included
cellid_000086355-1,included
cellid_000086356-1,included
cellid_000086357-1,included
cellid_000086358-1,included
cellid_000086359-1,included
cellid_000086360-1,included
cellid_000086361-1,included
cellid_000086362-1,included
cellid_000086363-1,included
cellid_000086364-1,included
cellid_000086365-1,included
cellid_000086366-1,included
cellid_000086367-1,included
cellid_000086368-1,included
cellid_000086369-1,included
cellid_000086370-1,included
cellid_000086372-1,included
cellid_000086373-1,included
cellid_000086374-1,included
cellid_000086375-1,included
cellid_000086376-1,included
cellid_000086377-1,included
cellid_000086378-1,included
cellid_000086379-1,included
cellid_000086380-1,included
cellid_000086381-1,included
cellid_000086382-1,included
cellid_000086383-1,included
cellid_000086384-1,included
cellid_000086385-1,included
cellid_000086386-1,included
cellid_000086387-1,included
cellid_000086388-1,included
cellid_000086389-1,included
cellid_000086390-1,included
cellid_000086391-1,included
cellid_000086392-1,included
cellid_000086393-1,included
cellid_000086394-1,included
cellid_000086395-1,included
cellid_000086396-1,included
cellid_000086397-1,included
cellid_000086398-1,included
cellid_000086399-1,included
cellid_000086400-1,included
cellid_000086401-1,included
cellid_000086402-1,included
cellid_000086403-1,included
cellid_000086404-1,included
cellid_000086405-1,included
cellid_000086406-1,included
cellid_000086407-1,included
cellid_000086408-1,included
cellid_000086409-1,included
cellid_000086410-1,included
cellid_000086411-1,included
cellid_000086412-1,included
cellid_000086413-1,included
cellid_000086414-1,included
cellid_000086415-1,included
cellid_000086416-1,included
cellid_000086417-1,included
cellid_000086418-1,included
cellid_000086419-1,included
cellid_000086420-1,included
cellid_000086421-1,included
cellid_000086422-1,included
cellid_000086423-1,included
cellid_000086424-1,included
cellid_000086425-1,included
cellid_000086426-1,included
cellid_000086427-1,included
cellid_000086428-1,included
cellid_000086429-1,included
cellid_000086430-1,included
cellid_000086431-1,included
cellid_000086432-1,included
cellid_000086433-1,included
cellid_000086434-1,included
cellid_000086435-1,included
cellid_000086436-1,included
cellid_000086437-1,included
cellid_000086438-1,included
cellid_000086440-1,included
cellid_000086441-1,included
cellid_000086442-1,included
cellid_000086444-1,included
cellid_000086445-1,included
cellid_000086446-1,included
cellid_000086447-1,included
cellid_000086448-1,included
cellid_000086449-1,included
cellid_000086450-1,included
cellid_000086451-1,included
cellid_000086452-1,included
cellid_000086453-1,included
cellid_000086454-1,included
cellid_000086455-1,included
cellid_000086456-1,included
cellid_000086457-1,included
cellid_000086458-1,included
cellid_000086459-1,included
cellid_000086460-1,included
cellid_000086461-1,included
cellid_000086462-1,included
cellid_000086463-1,included
cellid_000086464-1,included
cellid_000086466-1,included
cellid_000086467-1,included
cellid_000086468-1,included
cellid_000086469-1,included
cellid_000086470-1,included
cellid_000086471-1,included
cellid_000086472-1,included
cellid_000086473-1,included
cellid_000086474-1,included
cellid_000086475-1,included
cellid_000086476-1,included
cellid_000086477-1,included
cellid_000086478-1,included
cellid_000086479-1,included
cellid_000086480-1,included
cellid_000086481-1,included
cellid_000086482-1,included
cellid_000086483-1,included
cellid_000086484-1,included
cellid_000086485-1,included
cellid_000086486-1,included
cellid_000086487-1,included
cellid_000086488-1,included
cellid_000086489-1,included
cellid_000086490-1,included
cellid_000086491-1,included
cellid_000086493-1,included
cellid_000086494-1,included
cellid_000086496-1,included
cellid_000086497-1,included
cellid_000086498-1,included
cellid_000086499-1,included
cellid_000086500-1,included
cellid_000086501-1,included
cellid_000086502-1,included
cellid_000086503-1,included
cellid_000086504-1,included
cellid_000086505-1,included
cellid_000086506-1,included
cellid_000086507-1,included
cellid_000086508-1,included
cellid_000086509-1,included
cellid_000086510-1,included
cellid_000086511-1,included
cellid_000086512-1,included
cellid_000086513-1,included
cellid_000086514-1,included
cellid_000086515-1,included
cellid_000086516-1,included
cellid_000086517-1,included
cellid_000086518-1,included
cellid_000086519-1,included
cellid_000086520-1,included
cellid_000086521-1,included
cellid_000086522-1,included
cellid_000086523-1,included
cellid_000086524-1,included
cellid_000086525-1,included
cellid_000086526-1,included
cellid_000086527-1,included
cellid_000086528-1,included
cellid_000086529-1,included
cellid_000086530-1,included
cellid_000086531-1,included
cellid_000086532-1,included
cellid_000086533-1,included
cellid_000086534-1,included
cellid_000086535-1,included
cellid_000086536-1,included
cellid_000086537-1,included
cellid_000086538-1,included
cellid_000086539-1,included
cellid_000086540-1,included
cellid_000086541-1,included
cellid_000086542-1,included
cellid_000086543-1,included
cellid_000086544-1,included
cellid_000086545-1,included
cellid_000086546-1,included
cellid_000086547-1,included
cellid_000086548-1,included
cellid_000086549-1,included
cellid_000086550-1,included
cellid_000086551-1,included
cellid_000086552-1,included
cellid_000086553-1,included
cellid_000086554-1,included
cellid_000086555-1,included
cellid_000086556-1,included
cellid_000086557-1,included
cellid_000086558-1,included
cellid_000086559-1,included
cellid_000086560-1,included
cellid_000086561-1,included
cellid_000086562-1,included
cellid_000086563-1,included
cellid_000086564-1,included
cellid_000086565-1,included
cellid_000086566-1,included
cellid_000086567-1,included
cellid_000086568-1,included
cellid_000086569-1,included
cellid_000086570-1,included
cellid_000086571-1,included
cellid_000086572-1,included
cellid_000086573-1,included
cellid_000086574-1,included
cellid_000086575-1,included
cellid_000086576-1,included
cellid_000086577-1,included
cellid_000086578-1,included
cellid_000086579-1,included
cellid_000086580-1,included
cellid_000086581-1,included
cellid_000086582-1,included
cellid_000086583-1,included
cellid_000086584-1,included
cellid_000086585-1,included
cellid_000086586-1,included
cellid_000086587-1,included
cellid_000086588-1,included
cellid_000086589-1,included
cellid_000086590-1,included
cellid_000086591-1,included
cellid_000086592-1,included
cellid_000086593-1,included
cellid_000086594-1,included
cellid_000086595-1,included
cellid_000086596-1,included
cellid_000086597-1,included
cellid_000086598-1,included
cellid_000086599-1,included
cellid_000086600-1,included
cellid_000086601-1,included
cellid_000086602-1,included
cellid_000086603-1,included
cellid_000086604-1,included
cellid_000086605-1,included
cellid_000086606-1,included
cellid_000086607-1,included
cellid_000086608-1,included
cellid_000086609-1,included
cellid_000086610-1,included
cellid_000086611-1,included
cellid_000086612-1,included
cellid_000086613-1,included
cellid_000086614-1,included
cellid_000086615-1,included
cellid_000086616-1,included
cellid_000086617-1,included
cellid_000086618-1,included
cellid_000086619-1,included
cellid_000086620-1,included
cellid_000086621-1,included
cellid_000086623-1,included
cellid_000086624-1,included
cellid_000086625-1,included
cellid_000086626-1,included
cellid_000086627-1,included
cellid_000086628-1,included
cellid_000086629-1,included
cellid_000086630-1,included
cellid_000086632-1,included
cellid_000086633-1,included
cellid_000086634-1,included
cellid_000086635-1,included
cellid_000086636-1,included
cellid_000086637-1,included
cellid_000086638-1,included
cellid_000086639-1,included
cellid_000086640-1,included
cellid_000086641-1,included
cellid_000086642-1,included
cellid_000086643-1,included
cellid_000086644-1,included
cellid_000086645-1,included
cellid_000086646-1,included
cellid_000086647-1,included
cellid_000086648-1,included
cellid_000086649-1,included
cellid_000086650-1,included
cellid_000086651-1,included
cellid_000086652-1,included
cellid_000086653-1,included
cellid_000086654-1,included
cellid_000086655-1,included
cellid_000086656-1,included
cellid_000086657-1,included
cellid_000086658-1,included
cellid_000086659-1,included
cellid_000086660-1,included
cellid_000086661-1,included
cellid_000086662-1,included
cellid_000086663-1,included
cellid_000086664-1,included
cellid_000086665-1,included
cellid_000086666-1,included
cellid_000086667-1,included
cellid_000086668-1,included
cellid_000086669-1,included
cellid_000086670-1,included
cellid_000086671-1,included
cellid_000086672-1,included
cellid_000086673-1,included
cellid_000086674-1,included
cellid_000086675-1,included
cellid_000086676-1,included
cellid_000086677-1,included
cellid_000086678-1,included
cellid_000086679-1,included
